grouping,dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score,"",Site_Name,Other_Name,Last_Updt,Commodity,MinReg_ID,Remarks,Approx_Lon,Approx_Lat,Loc_Pt,Loc_Poly,GeolMinOcc,Resources,Production,History,Dep_Model,Descr_Sum
A425,10008780,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008780,D001157,,Colorado Gulch Deposits,46.53323,-112.16755,NA,United States,Montana,Lewis and Clark,B,"Tungsten, Garnet",,,Unknown,,N,Occurrence,"Garnet, Scheelite",,,,,,,,,,"Elliott, James E., Mosier, Dan",,Limestone,,Quartz Monzonite,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M. AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.KNOPF, A., 1933, USGS BULL. 527.PARDEE, J.T., AND SCHRADER, F.C., 1933, USGS BULL. 842.",,,,,,,,,C,,,,,,,,,,,,,,,,,
A426,10094457,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10094457,D007812,,Coon's Tungsten,46.68823,-112.53146,NA,United States,Montana,Powell,M,"Copper, Tungsten",,,Unknown,,N,Occurrence,Malachite,,,,,,,,,,"Wise, Kristine K. (Elliott, James E.)",,Limestone,Butte Quartz Monzonite (Boulder Batholith),Diorite,Boulder Batholith,,"MBMG BULL 98, P. 27, 32",,,,,,,,,C,,,,,,,,,,,,,,,,,
A427,10290978,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10290978,W014005,160850306,Copper Mt. Prospect,44.83428,-115.33596,NA,United States,Idaho,Valley,M,Silver,,"Gold, Copper, Tungsten",Underground,,,Prospect,,,Pyrite,,,,,,"Mary Kate, Idaho Primitive Area.",,Western Field Operations Center (WFOC),,,,,,,"U.S. GEOLOGICAL SURVEY BULLETIN 1304, 1973, P. 355.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A428,10294904,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10294904,,300390417,Copper Queen Group,46.40319,-113.40062,NA,United States,Montana,Granite,M,Copper,,"Gold, Lead, Silver, Tungsten",Underground,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
A429,10123938,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10123938,,300390035,Copper Ridge,46.38409,-113.08561,NA,United States,Montana,Granite,M,Copper,,Tungsten,Surface-Underground,,,Unknown,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"ALSO IN SECTIONS 02 11, TWP. 007N RANGE 012W.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A430,10019263,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019263,DC09340,,Deer Hunter,46.48211,-113.34203,NA,United States,Montana,Granite,M,Tungsten,,,Unknown,,N,Occurrence,Huebnerite,Quartz,,,,,,,,Bedding,"Unknown, Wise, Kristine K. (Elliott, James E.)",Missoula Group,Quartzite,,,Marshall Creek Syncline,,"USBM REP INVES 5612, P. 2, 6, 8, 13-14",,,,,,,,,D,,,,,,,,,,,,,,,,,
A431,10013618,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10013618,D010015,,Deerlodge Basin Prospect,46.39517,-113.08091,NA,United States,Montana,Granite,M,"Copper, Lead, Silver","Zinc, Tungsten",,Unknown,,N,Occurrence,"Bornite, Chalcopyrite, Galena","Pyrite, Quartz",,,Surface/Underground,,,,,,"Wise, Kristine K. (Elliott, James E.)",,Diorite,Royal Stock,Diorite,"Mount Powell Batholith, Royal Stock",,"USGS OPEN FILE REP 81-1095, P. 185-6, FIG. 21, 23",,,,,,,,,C,,,,,,,,,,,,,,,,,
A432,10019944,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019944,DC12012,,Demos Group,45.57546,-111.97586,NA,United States,Montana,Madison,M,"Silver, Tungsten",,"Manganese, Antimony, Iron, Copper, Lead",Unknown,,N,Occurrence,"Anglesite, Cerargyrite, Huebnerite, Tetrahedrite","Chalcopyrite, Fluorite, Pyrite",,LENSES,,,,Hydrothermal,"Margie, Roger, Lucky Joe, Rockefeller, Independent","Quart Monzonite Intrusion Into Prec, Pre-Belt Gneiss Series","Unknown, Doyle, Brien (Wells, John)",,Quartz Monzonite,,,Nw Bismark Fault,,"EYDE, TH, 1958, POTOSI TUNGSTEN DIST, MADISON CO, MONT, MONT. BUREAU OF MINES & GEOL. INF. CIR. 21, P. 39TANSLEY, HART, 1933, GEOL RECON. OF THE TABACCO ROOT MTNS, MADISON, CO, MONT, MONT. B. MINES AND GEOL. MEM. 9, P. 32CONSV. COMPL. DATE, 12-09-19711906 DIREXPL SEN. CLARK-INT. OF BUTTE HIRED MINING EXAMINER1937 DIREXPL J. NORTON-METALLURGICAL AND MINING ENGINEER, BUTTEFOREST SURUSY ASSAYS (FSROI-00128)-(FSROI-00131)1958 COMPILE M.BMG. INF CIRC. 21",,,,,,1906,,,B,,,,,,,,,,,,,,,,,
A433,10019264,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019264,DC09342,,Double Eagle,46.45489,-113.38425,NA,United States,Montana,Granite,M,Tungsten,"Copper, Silver",Antimony,Unknown,,N,Occurrence,"Huebnerite, Tetrahedrite","Limonite, Pyrite, Quartz",,,,,,,,,"Unknown, Wise, Kristine K. (Elliott, James E.)",Missoula Group,Limestone,,,Marshall Creek Syncline,,"USBM REP INVES 5612, P. 2, 6, 8, 13, 15",,,,,,,,,D,,,,,,,,,,,,,,,,,
A434,10173159,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10173159,,300390072,Eagle & Double Eagle,46.45459,-113.37202,NA,United States,Montana,Granite,M,Tungsten,,Silver,Surface,,,Unknown,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,USBM RI 5612.,,,,,,,,,D,,,,,,,,,,,,,,,,,
A435,10010760,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10010760,D004717,,Echo Lode,45.32211,-113.03756,NA,United States,Montana,Beaverhead,M,"Tungsten, Copper",,,Unknown,Contact Metasomatic,N,Occurrence,,"Limonite, Magnetite, Muscovite",,,,,Oxidation,,,Tactite Zone,"Loen, Jeffrey S. (Pearson, Robert C.)",Madison,Limestone,Pioneer Batholith,Diorite,,,"USBM RI 5552, P. 341960 RECON U.S. BUREAU OF MINES, R. I. 555",,,,,,,,,C,,,,,,,,,,,,,,,,,
A436,10291042,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10291042,,160590885,Eldorado Mine,45.24159,-113.68561,NA,United States,Idaho,Lemhi,M,Gold,,"Silver, Copper, Tungsten",Surface-Underground,,,Past Producer,,,,,,,,,,,"Lipton, David A.",,,,,,,"LIPTON, D.A., MLA 16-88",,,,,,,,,D,,,,,,,,,,,,,,,,,
A437,10145062,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10145062,,160850009,Emma Group,44.89488,-115.45906,NA,United States,Idaho,Valley,M,,,"Tungsten, Manganese",Unknown,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,ALSO SECTION 15,,,,,,,,,D,,,,,,,,,,,,,,,,,
A438,10148658,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10148658,,300490301,Evans-Jones Placer,46.6499,-112.27229,NA,United States,Montana,Lewis and Clark,M,Tungsten,,Gold,Placer,,,Unknown,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,MINERAL YEARBOOK OF THE U.S. 1933ALSO LOCATED IN SECTION 6USBM R.I. 6334,,,,,,,,,D,,,,,,,,,,,,,,,,,
A439,10019366,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019366,DC09697,,Flagstaff Mine,46.67962,-112.47118,NA,United States,Montana,Powell,M,"Silver, Copper",Gold,Tungsten,Unknown,,S,Past Producer,Gold,,,,,,,,,,"Unknown, Wise, Kristine K. (Elliott, James E.)",,"Quartzite,Shale,Limestone",,,Boulder Batholith,,"USGS BULL 842, P. 35.HOBBS, SW, UNP. USGS MEMO. RPT. NO. 4812, FEB. 1944.MBMG BULL 98, P. 63.",,,,,,,,,C,,,,,,,,,,,,,,,,,
A440,10010838,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10010838,D004832,,Fluorescent Claims,45.52907,-112.85645,NA,United States,Montana,Beaverhead,M,Tungsten,,,Unknown,Contact Metasomatic,S,Past Producer,"Powellite, Scheelite",,,,Surface/Underground,,,,"Star Claims, Mammoth Adit",Tactite Zone,"Loen, Jeffrey S. (Pearson, Robert C.)",Amsden,Limestone,Lcret-Tert Quartz Monzonite,Quartz Monzonite,Pioneer Batholith,,"PATTEE, E.C., 1960, TUNGSTEN RES, WESTERN MT.-MT. TORREY BATHOLITH:  U.S. BUREAU OF MINES, REPT. OF INV. 5552, P. 8-111960 COMPILE U.S.B.M. REPT. INV. 55521972 COMPILE M.B.M.G. BULL. 85U.S. B.M., RI. 5552",,1944,,,,1942,,R.C. Mclaughlin,B,,,,,,,,,,,,,,,,,
A441,10019525,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019525,DC10748,,Fool Hen Property,45.81822,-113.12951,NA,United States,Montana,Beaverhead,M,,,Tungsten,Unknown,,N,Occurrence,Scheelite,"Actinolite, Calcite, Epidote, Garnet, Mica, Quartz, Tourmaline",,"PODS, LENSES",Surface,,,,Foolhen,"Tactite Zone At Lst, Qtz Monzonite Contact","Unknown, Loen, Jeffrey S. (Pearson, Robert C.)",Missoula,Dolomite,Pioneer Batholith,Quartz Monzonite,"Sediments Strike N25w To N25e, Vertically.",,"DMEA FILE 4840, 5 P.MBMG BULL 85, P. 148.DEFENSE MINERALS EXPLORATION ASSOCIATION FILE 4840.1958 RECON DMEA-484",,,,,,,,,B,,,,,,,,,,,,,,,,,
A442,10134515,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10134515,,160850627,Fourth of July Mine,45.12298,-115.36266,NA,United States,Idaho,Valley,M,"Gold, Lead, Silver, Tungsten",,,Underground,,,Plant,,,,,,,,,,,"Buckingham, David A.",,,,,,,"RANDOL MINING DIRECTORY, 1990/91, RANDOL INTERNATIONAL, LDT1990,  156.RANDOL MINING DIRECTORY, 1994/95, U.S. MINES & MININGCOMPANIES, P270.AMERICAN MINES HANDBOOK, 1996, P22.RANDOL MINING DIRECTORY, 1996/97, U.S. MINES & MININGCOMPANIES, P196.",,1992,,,,,,,C,,,,,,,,,,,,,,,,,
A443,10019432,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019432,DC10042,,Fox Prospect,46.23822,-113.11202,NA,United States,Montana,Granite,M,"Copper, Lead, Silver",Tungsten,,Unknown,,N,Occurrence,"Galena, Malachite, Scheelite",Quartz,,,,,,,,Shear Zone,"Unknown, Wise, Kristine K. (Elliott, James E.)",Madison Formation,Limestone,Lost Creek Granite Stock,Diorite,"Philipsburg Batholith, Lost Creek Granite Stock",,"USBM REP INVES 5612, P. 2, 43, 45, 50.USGS PP 78, PL. 1.",,,,,,,,,B,,,,,,,,,,,,,,,,,
A444,10070542,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10070542,W013518,,Baldy Mtn. Tungsten Occurrence,45.13769,-114.03312,NA,United States,Idaho,Lemhi,M,,,Tungsten,Unknown,,N,Occurrence,Wolframite,"Goethite, Limonite, Pyrite, Siderite",,,,,"Bleached, Pyritized",,,Dip Joints,"Siefken, Robert R. (Miller, Pat)",Belt Supergroup,Quartzite,,,Leesburg Syncline,,"SHOCKEY, P. N., 1957, RECONNAISSANCE GEOLOGY OF THE LEESBURG QUADRANGLE, LEMHI COUNTY, IDAHO: IDAHO BUREAU OF MINES AND GEOLOGY PAMPHLET 113, 42 P1957 RECON IDAHO BUREAU OF MINES AND GEOLOGY PAMPHLET 11",,,,,,,,,B,,,,,,,,,,,,,,,,,
A445,10019163,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019163,DC08842,,Frank Prospect,45.05019,-110.58553,NA,United States,Montana,Park,M,Gold,,"Arsenic, Tungsten",Unknown,,Y,Past Producer,Scheelite,,,,,,,,,,"Unknown, Doyle, Brien (Wells, John)",,Schist,,,,,"SEAGER, G.F., 1944, GOLD, ARSENIC, AND TUNGSTEN DEPOSITS OF THE JARDINE-CREVASSE MTN. DIST., PARK CO., MONT: MONT. SCH. MINES, MEMOIR 23, P. 110.REED, 1950, MINES AND MINERAL DEPOSITS, PARK CO., MONT, USBM INF CIRC 7546, P. 29.CONSV. DIV. COMP. DATE, 07-11-19631944 RECON MBMG MEM. 2",,1895,,,,,,,C,,,,,,,,,,,,,,,,,
A446,10097774,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097774,D001153,,Franz Deposit,46.5235,-113.42592,NA,United States,Montana,Granite,M,Tungsten,"Silver, Gold",,Unknown,,S,Past Producer,"Gold, Huebnerite, Scheelite",Quartz,,PARALLELS BEDDING,Surface/Underground,,,,Franz Prospect,,"Mosier, Dan, Wise, Kristine K. (Elliott, James E.)",Missoula Group;Missoula Group;Missoula Group,Sandstone,,,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.USBM REP INVES 5612, P. 2, 6, 8, 15-16.HOBBS, S.W., 1942, WRITTEN COMMUNICATION",,,,,,,,,C,,,,,,,,,,,,,,,,,
A447,10011562,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10011562,D006574,,Galena Central Prospect,45.03182,-115.39513,NA,United States,Idaho,Valley,M,"Zinc, Lead",Silver,"Gold, Tungsten, Copper",Unknown,,N,Occurrence,"Galena, Scheelite, Sphalerite",,,,,,,Ore Is Concentrated Along Small Faults And As Lenses In Favorable Limestone Beds,Profile-Tamarack Mines Prospect,Ore Is Near The Contact Of Aplitic Granodiorite And Quartzite-Marble Roof Pendant.,"Lewis, Reed S. (Orris, Greta J.)",,"Quartzite,Marble",,Diorite,,,"COMMODITY FILES, USGS, SPOKANE WA",,,,,,1924,,Henry Abstein,D,,,,,,,,,,,,,,,,,
A448,10269347,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10269347,,300010744,Garrett Hill,45.31659,-113.05089,NA,United States,Montana,Beaverhead,M,Tungsten,,,Underground,,,Past Producer,,,,,Underground,,,,,,"O'Brien, Mary Ann",,,,,,,"MONTANA DEPT. OF STATE LANDS.  ABANDONED HARDROCK MINEPRIORITY SITES, SUMMARY REPORT, MARCH 1994, P. 5-1.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A449,10105786,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10105786,W015861,,General Electric-Miller Mine,44.53461,-113.69923,NA,United States,Idaho,Lemhi,M,Tungsten,,Copper,Unknown,Vein,S,Past Producer,Huebnerite,Quartz,,,,,Mn And Cu-Stain,,,Bedding,"Siefken, Robert R. (Miller, Pat)",Belt Supergroup,Quartzite,,,,,"CALLAGHAN, E., AND LEMMON, D. M., 1941 , TUNGSTEN RESOURCES OF THE BLUE WING DISTRICT, LEMHI COUNTY, IDAHO:  USGS BULL 931 -A, 21 P1941 DIREXPL GENERAL ELECTRIC CO., USGS BULL 931-A1941 RECON E. CALLAGHAN AND D. M. LEMMON, BULL 931-ACALLAGHAN, E., AND LEMMON, D. M., 1941, USGS BULL 931-A",,,,,,,,,B,,,,,,,,,,,,,,,,,
A450,10019262,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019262,DC09338,,General Washington Placer,46.48322,-113.31425,NA,United States,Montana,Granite,M,Tungsten,,,Unknown,Placer,N,Occurrence,Scheelite,,,,,,,,,Weathering Of Granodiorite Contact,"Unknown, Wise, Kristine K. (Elliott, James E.)",,,,,,,"USBM REP INVES 5612, P. 2, 6, 8, 20",,,,,,,,,D,,,,,,,,,,,,,,,,,
A450,10123900,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10123900,,300390069,General Washington Et Al Claims,46.48409,-113.31732,NA,United States,Montana,Granite,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"DEPOSIT ALSO IN SECTION 02, TWP. 008N RANGE 014W.USBM RI 5612, 19609",,,,,,,,,D,,,,,,,,,,,,,,,,,
A451,60000034,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=60000034,D001164,,Georgetown District,46.20819,-113.24671,NA,United States,Montana,Deer Lodge,M,Tungsten,,,Unknown,"REPLACEMENT QUARTZ VEINS, SHEAR ZONES",Y,Producer,,,,,,,,,,,,,,,,,,"LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.EMMONS, W.H., AND CALKINS, F.C., 1913, USGS PROF. PAPER 78.WALKER, D.D., 1960, USBM REPT OF INV. 5612, 55P.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A452,10013624,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10013624,D010024,,G. M. Prospect,46.40961,-112.95147,NA,United States,Montana,Powell,M,"Silver, Lead, Copper",Tungsten,,Unknown,,N,Occurrence,,,,,,,,,,,"Wise, Kristine K. (Elliott, James E.)",,"Limestone,Dacite",Mount Powell Batholith,Dacite,Mount Powell Batholith,,USGS OPEN FILE REPORT 81-1095,,,,,,,,,D,,,,,,,,,,,,,,,,,
A453,10294713,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10294713,,300390171,Gold Creek Mine,46.46429,-113.05781,NA,United States,Montana,Granite,M,Gold,,"Zinc, Tungsten, Silver, Molybdenum, Lead, Copper",Surface,,,Past Producer,,,,,,,,,,,"Buckingham, David A.",,,,,,,"MONTANA BUREAU OF MINES AND GEOLOGY, MEMOIR 26, 1948, P40.RANDOL MINING DIRECTORY, 1994/95, ""GOLD CREEK PROPERTY"",P291.RANDOL MINING DIRECTORY, 1996/97, ""GOLD CREEK"", P217.",,,,,,1982,,,C,,,,,,,,,,,,,,,,,
A454,10105738,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10105738,W014957,160490010,Golden Anchor Mine,45.40767,-115.86348,NA,United States,Idaho,Idaho,M,"Gold, Silver","Lead, Copper","Zinc, Tungsten, Molybdenum",Underground,Vein,S,Past Producer,"Cerargyrite, Galena, Malachite, Molybdenite, Scheelite, Sphalerite, Tetrahedrite","Pyrite, Quartz",,,,,Oxidation,"Solution, Precipitation",Holte Mine,,"Siefken, Robert R. (Miller, Pat), Ridenour, James",Belt Supergroup,"Quartzite,Schist,Gneiss",,,"Foliation, Faults (See Comments)",,"Lorain, S. H., 1938, Gold Mining And Milling In Idaho County: USBM Inf. Circ. 7039, 90 PLorain, S. H., 1938, USBM Inf. Circ. 7039",,,,,,1914,,Fox,B,,,,,,,,,,,,,,,,,
A455,10245608,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10245608,,300070073,Golden Glow,46.3874,-111.71477,NA,United States,Montana,Broadwater,M,Tungsten,,,Underground,,,Unknown,,,,,,,,,Iron Mass,,Western Field Operations Center (WFOC),,,,,,,"USBM RI 6334, 1963 PG 10",,,,,,,,,D,,,,,,,,,,,,,,,,,
A456,10294674,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10294674,,300570082,Golden Link Mine,45.6146,-111.62975,NA,United States,Montana,Madison,M,Molybdenum,,Tungsten,Underground,,,Prospect,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
A457,10071683,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10071683,W015202,,Golden Way Up Mine,45.11208,-115.42406,NA,United States,Idaho,Valley,M,Tungsten,,"Copper, Silver, Gold",Unknown,Vein,S,Past Producer,"Covellite, Fluorite, Galena, Malachite, Scheelite, Sphalerite, Tetrahedrite","Limonite, Pyrite, Quartz",,,Underground,,"Silicification, Oxidation",Supergene,,,"Miller, Pat J.",,Diorite,Idaho Batholith-Granodiorite;Quartz Latite Porphyry,Diorite,,,"SHENON, P. J., AND ROSS, C. P., 1936, GEOLOGY AND ORE DEPOSITS NEAR EDWARDSBURG AND THUNDER MOUNTAIN, IDAHO: IDAHO BUREAU OF MINES AND GEOLOGY PAMPHLET 44, 45 P.LINDSEY, E., 1958 , GEOLOGY AND ORE DEPOSITS OF THE NORTHERN HALF OF THE BIG CREEK QUADRANGLE, IDAHO:  BERKELEY, CALIFORNIA, UNIV. OF CALIFORNIA, M S THESIS, 67 P.1936 GEOLMAP IDAHO BUREAU OF MINES AND GEOLOGY PAMPHLET 4LINDSEY, E., 1958, UNIV. OF CALIFORNIA, M. S. THESIS",,,,,,1899,,Charles Crown,B,,,,,,,,,,,,,,,,,
A458,10193196,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10193196,W015201,160850021,Goldman,45.11928,-115.41956,NA,United States,Idaho,Valley,M,,,"Tungsten, Silver",Unknown,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,IDA BUR MNS PAMP 44,,,,,,,,,D,,,,,,,,,,,,,,,,,
A459,10019913,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10019913,DC11921,,Gold Nugget Claim,45.39601,-112.82033,NA,United States,Montana,Beaverhead,M,"Molybdenum, Tungsten",,,Unknown,Contact Metasomatic,N,Occurrence,"Powellite, Scheelite","Chlorite, Epidote, Garnet, Magnetite",,,Underground,,,,,Tactite Zone,"Unknown, Loen, Jeffrey S. (Pearson, Robert C.)",Madison Formation,Limestone,Pioneer Batholith,Quartz Monzonite,,,"USBM RI 5552, P. 24",,,,,,,,,B,,,,,,,,,,,,,,,,,
A460,10097789,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10097789,D005573,,Gould-Corry Lode,46.28322,-113.1573,NA,United States,Montana,Granite,M,"Gold, Silver","Tungsten, Copper",,Unknown,,S,Past Producer,"Gold, Malachite, Scheelite","Garnet, Limonite, Quartz",,,Underground,,,,,Nw-Striking Cross Fracture,"Wise, Kristine K. (Elliott, James E.)",Hasmark Formation;Philipsburg Batholith,Limestone,Cable Stock,Diorite,"Philipsburg Batholith, Cable Stock",,"MBMG BULL 84, P. 45-46",,1890,,,,,,,C,,,,,,,,,,,,,,,,,
A473,10071357,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10071357,W014695,,Diamond Hill Mine,46.3147,-111.6625,NA,United States,Montana,Broadwater,M,Gold,"Tungsten, Bismuth, Silver",,Underground,Skarn Au,Y,Past Producer,"Limonite, Pyrite, Scheelite, Gold, Chalcopyrite",,,"TABULAR, CHIMNEYLIKE ORE SHOOTS",Surface/Underground,{64: Skarn Au},,,"North Zone, Glory Hill Zone","""Deposit Is In North-Trending Zone Of Stocks""","""Krohn, Douglas H.""","Elkhorn Volcanics, Andesite;Cret-Tert",Andesite,SILVER WAVE STOCK; DIAMOND HILL STOCK,"Diorite,Granite","""Boulder Batholith, Lombard Overthrust"", ""Aplite And Quartz Diorite Dikes""",,"{Deposit:: REED, G. C., 1951, MINES AND MINERAL DEPOSITS (EXCEPT FUELS), BROADWATER COUNTY, MONTANA: U.S. BUREAU OF MINES INF. CIRC. 7592, 58 P}{Deposit:: CORRY, A.V., 1933, SOME GOLD DEPOSITS OF BROADWATER, BEAVERHEAD, PHILLIPS, AND FERGUS COUNTIES, MONTANA: MONTANA BUREAU OF MINES AND GEOLOGY MEMOIR 10, P. 22.}{Geology:: KLEPPER, M.R., RUPPEL, E.T, FREEMAN, V.L., AND WEEKS, R.A., 1971, GEOLOGY AND MINERAL DEPOSITS, EAST FLANK OF THE ELKHORN MOUNTAINS, BROADWATER COUNTY, MONTANA: U.S. GEOLOGICAL SURVEY PROFESSIONAL PAPER 665, 66 P}{Production:: USBM IC 7592}",,1885,,,,1877,,,B,,,,,,,,,,,,,,,,,
A493,10196647,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10196647,W013444,300010035,Elkhorn Mine,45.48879,-113.0462,NA,United States,Montana,Beaverhead,M,"Lead, Silver, Zinc",,"Copper, Gold, Molybdenum, Tungsten",Underground,,,Past Producer,,,,,,,,,"Elkhorn, Old Elkhorn, Elkhorn Mill Mine",,"Buckingham, David A.",,,,,,,"MONTANA DEPT OF STATE LANDS, MARCH 1994, ABANDONED HARDROCKMINES PRIORITY SITES, SUMMARY REPORTUSBM RI 5552MBMG BULL. 85, 1972, P. 107-109, GEACHMSHA REPT DATE JUNE 1981.USGS OFR 83-507, P. 32 AND 39.MBMG SP 75, P. 11.ONE MAN'S DREAM, ELKHORN MINE, COOLIDGE, MT, NICHOLS, S.W.,1991.",,1900,,,,1873,,,C,,,,,,,,,,,,,,,,,
A52,10241821,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10241821,W013917,160850005,Meadow Creek Mine,44.89928,-115.33516,NA,United States,Idaho,Valley,M,,,"Silver, Tungsten, Lead, Gold, Copper",Underground,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,"BAILEY, H. D., 1934, ORE GENESIS AT MEADOW CREEK MINE: ENG.AND MINING JOUR., V. 135, NO. 4, P. 162-163.CURRIER, L. W., 1935, IDAHO BUREAU OF MINES AND GEOL. PAMPHLET 43.P. 20-23.COOPER, J. R., 1951, U.S.G.S. BULL. 969-F, P. 180-184.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A54,10008380,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008380,D000484,,Bluejay,44.61269,-113.5603,NA,United States,Idaho,Lemhi,M,"Molybdenum, Tungsten",,,Unknown,,N,Occurrence,"Molybdenite, Scheelite",,,,,,,,,,"King, Robert U., Mosier, Dan",,Monzonite,,,,,"LIVINGSTON, 1919, W, HG, MN, MO & SN DEPOSITS OF IDAHO: IDAHO BUREAU OF MINES & GEOL. BULL. 14, NO.",,,,,,,,,D,,,,,,,,,,,,,,,,,
A558,10294691,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10294691,,300490075,Piegan Gulch Prospect,46.7657,-112.34399,NA,United States,Montana,Lewis and Clark,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,USBM RI 6334,,,,,,,,,D,,,,,,,,,,,,,,,,,
